label.value,abstract.value,words_string
Deep brain stimulation,"Deep brain stimulation (DBS) is a neurosurgical procedure involving the placement of a medical device called a neurostimulator (sometimes referred to as a ""brain pacemaker""), which sends electrical impulses, through implanted electrodes, to specific targets in the brain (brain nuclei) for the treatment of movement disorders, including Parkinson's disease, essential tremor, and dystonia. and other conditions such as obsessive-compulsive disorder and epilepsy. While its underlying principles and mechanisms are not fully understood, DBS directly changes brain activity in a controlled manner. DBS has been approved by the Food and Drug Administration as a treatment for essential tremor and Parkinson's disease (PD) since 1997. DBS was approved for dystonia in 2003, obsessive–compulsive disorder (OCD) in 2009, and epilepsy in 2018. DBS has been studied in clinical trials as a potential treatment for chronic pain for various affective disorders, including major depression. It is one of few neurosurgical procedures that allow blinded studies.",Neuroprosthetics
Michael Chorost,"Michael Chorost (born December 26, 1964) is an American book author, essayist, and public speaker. Born with severe loss of hearing due to rubella, his hearing was partially restored with a cochlear implant in 2001 and he had his other ear implanted in 2007. He wrote a memoir of the experience, titled Rebuilt: How Becoming Part Computer Made Me More Human (Houghton Mifflin, 2005, ISBN 0-61-837829-4). Its paperback version has a different subtitle, Rebuilt: My Journey Back to the Hearing World, ISBN 0-61-871760-9. In August 2006 Rebuilt won the PEN/USA Book Award for Creative Nonfiction. His second book, World Wide Mind: The Coming Integration of Humanity, Machines, and the Internet, ISBN 1-43-911914-7, was published by Free Press on February 15, 2011. Dr. Chorost has published in Wired, New Scientist, Astronomy Now, The Futurist, The Scientist, Technology Review, the Chronicle of Higher Education, and SKY. He co-wrote a PBS television show titled The 22nd Century which aired in January 2007. He was a member of the San Francisco Writers Workshop. Dr. Chorost is frequently interviewed as an authority on cochlear implants and neurally controlled prosthetics by national media such as PBS Newshour, the New York Times and The Economist. He lectures frequently at universities, conferences, corporations, and organizations for the deaf. Born in New Jersey and educated at Brown University and the University of Texas at Austin, he now lives in Washington, DC with his wife and two cats.",Cyborgs
Segs4Vets,"Segs4Vets, a continuing program which began in 2005, is a grass-roots effort sustained and administered by volunteers in the United States that provide Segway PT vehicles to disabled United States military personnel. The program which made its first presentation in September 2005 to three recipients who had sustained injuries in Operation Iraqi Freedom (OIF), was conceived and implemented with the assistance of Gen. Ralph ""Ed"" Eberhart, USAF (Ret), President of the Armed Forces Benefits Association. Following its first presentation, the Segs4Vets program began the process of seeking a waiver which would allow the presentation of Segway's to active-duty military personnel who had been severely injured and permanently disabled while serving in support of Operation Iraqi Freedom (OIF) and Operation Enduring Freedom (OEF). In August 2006, the Segs4Vets program became the only recipient of a blanket waiver from the United States military allowing a donation in excess of $1000 to active-duty military personnel. The Segs4Vets program provides successful candidates with a universally designed mobility device which aims to draw attention away from their disability. The Segway is a tool that aims to help many of the mobility issues facing our disabled veterans, in a manner which is psychologically uplifting and physically beneficial. Since 2005, the organization has provided over 1200 Segways to wounded veterans.",Mobility_devices
Functional electrical stimulation,"Functional electrical stimulation (FES) is a technique that uses low-energy electrical pulses to artificially generate body movements in individuals who have been paralyzed due to injury to the central nervous system. More specifically, FES can be used to generate muscle contraction in otherwise paralyzed limbs to produce functions such as grasping, walking, bladder voiding and standing. This technology was originally used to develop neuroprostheses that were implemented to permanently substitute impaired functions in individuals with spinal cord injury (SCI), head injury, stroke and other neurological disorders. In other words, a person would use the device each time he or she wanted to generate a desired function. FES is sometimes also referred to as neuromuscular electrical stimulation (NMES). FES technology has been used to deliver therapies to retrain voluntary motor functions such as grasping, reaching and walking. In this embodiment, FES is used as a short-term therapy, the objective of which is restoration of voluntary function and not lifelong dependence on the FES device, hence the name functional electrical stimulation therapy, FES therapy (FET or FEST). In other words, the FEST is used as a short-term intervention to help the central nervous system of the person to re-learn how to execute impaired functions, instead of making the person dependent on neuroprostheses for the rest of her or his life. Initial Phase II clinical trials conducted with FEST for reaching and grasping, and walking were carried out at KITE, the research arm of the Toronto Rehabilitation Institute.",Neuroprosthetics
Silk,"Silk is a natural protein fiber, some forms of which can be woven into textiles. The protein fiber of silk is composed mainly of fibroin and is produced by certain insect larvae to form cocoons. The best-known silk is obtained from the cocoons of the larvae of the mulberry silkworm Bombyx mori reared in captivity (sericulture). The shimmering appearance of silk is due to the triangular prism-like structure of the silk fibre, which allows silk cloth to refract incoming light at different angles, thus producing different colors. Silk is produced by several insects; but, generally, only the silk of moth caterpillars has been used for textile manufacturing. There has been some research into other types of silk, which differ at the molecular level. Silk is mainly produced by the larvae of insects undergoing complete metamorphosis, but some insects, such as webspinners and raspy crickets, produce silk throughout their lives. Silk production also occurs in hymenoptera (bees, wasps, and ants), silverfish, mayflies, thrips, leafhoppers, beetles, lacewings, fleas, flies, and midges. Other types of arthropods produce silk, most notably various arachnids, such as spiders.",Biomaterials
Ketorolac,"Ketorolac, sold under the brand name Toradol among others, is a nonsteroidal anti-inflammatory drug (NSAID) used to treat pain. Specifically it is recommended for moderate to severe pain. Recommended duration of treatment is less than six days. It is used by mouth, by nose, by injection into a vein or muscle, and as eye drops. Effects begin within an hour and last for up to eight hours. Common side effects include sleepiness, dizziness, abdominal pain, swelling, and nausea. Serious side effects may include stomach bleeding, kidney failure, heart attacks, bronchospasm, heart failure, and anaphylaxis. Use is not recommended during the last part of pregnancy or during breastfeeding. Ketorolac works by blocking cyclooxygenase 1 and 2 (COX1 and COX2), thereby decreasing production of prostaglandins. Ketorolac was patented in 1976 and approved for medical use in 1989. It is available as a generic medication. In 2017, it was the 271st most commonly prescribed medication in the United States, with more than one million prescriptions.",Nasal_sprays
Cars for wheelchair users,"A range of small vehicles have been produced by various manufacturers since the 1950s that have been specifically designed to be driven by a wheelchair user, without the need for the user to transfer from the wheelchair. This distinguishes them from the majority of adapted cars, which are designed to be driven from a conventional driver's seat, whether the driver is a wheelchair user or otherwise impaired. They can be considered a sub-class of , which are predominantly converted mass-production models.",Mobility_devices
Black Prophecy,"Black Prophecy was a 3D real-time space combat massively multiplayer online game by Reakktor Media GmbH, the creators of Neocron. Reakktor Media started the open beta test phase of the game in February 2011, and they had teamed up with German distributor to publish the game. Black Prophecy was launched in Europe on 21 March 2011. The US version was launched later. The game was not made available to Asian and Australian players, with the official Black Prophecy website preventing residents of these regions from downloading the client executable file and signing up for beta access. The game used the Freemium model, featuring a premium shop where players could buy various in-game items, such as weapons and armors. On 29 August 2012 the game developers announced that the game will be ""closing its doors"" on 26 September 2012.",Cyborgs_in_fiction
RoboCop (franchise),"RoboCop is an American superhero cyberpunk media franchise featuring the futuristic adventures of Alex Murphy, a Detroit, Michigan, police officer, who is fatally wounded in the line of duty and transformed into a powerful cyborg, brand-named Robocop, at the behest of a powerful mega-corporation, Omni Consumer Products. Thus equipped, Murphy battles both violent crime in a severely decayed city and the blatantly corrupt machinations within OCP. The franchise began in 1987 with the film RoboCop. RoboCop 2 followed in 1990, and RoboCop 3 in 1993. There have also been various television series, video game and comic book tie-ins. The franchise has made over US$100 million worldwide and a remake serving as a reboot titled RoboCop, was released in February 2014. It was confirmed in 2018 that RoboCop Returns was in the works and will serve as a direct sequel to the 1987 film, ignoring the sequels and the remake, as well as the two live action TV spin-offs. As of June 2019, the script, which will be based on an original story from the writers of the 1987 film, Edward Neumeier and Michael Miner, was still being written. Neill Blomkamp was originally signed on to direct the film but left the project, and Abe Forsythe was later selected to direct the film.",Cyborgs_in_fiction
Blame!,"Blame! (stylized as BLAME!), pronounced ""blam"", is a Japanese science fiction manga series written and illustrated by Tsutomu Nihei. It was published by Kodansha in the seinen manga magazine Monthly Afternoon from 1997 to 2003, with its chapters collected in ten tankōbon volumes. A six-part original net animation was produced in 2003, with a seventh episode included on the DVD release. An anime film adaptation by Polygon Pictures was released as a Netflix original in May 2017.",Cyborgs_in_fiction
Dynamic hip screw,"Dynamic hip screw (DHS) or Sliding Screw Fixation is a type of orthopaedic implant designed for fixation of certain types of hip fractures which allows controlled dynamic sliding of the femoral head component along the construct. It is the most commonly used implant for extracapsular fractures of the hip, which are common in older osteoporotic patients. There are 3 components of a dynamic hip screw, including a lag screw (inserted into the neck of the femur), a sideplate and several cortical screws (fixated into the proximal femoral shaft). The idea behind the dynamic compression is that the femoral head component is allowed to move along one plane; since bone responds to dynamic stresses, the native femur may undergo primary healing: cells join along boundaries, resulting in a robust joint requiring no remodeling.",Orthopedic_screws
Ryan D'Arcy,"Ryan C.N. D'Arcy (born 1972) is a Canadian neuroscientist, researcher, innovator and entrepreneur. D'Arcy co-founded HealthTech Connex Inc. and serves as President and Chief Scientific Officer. HealthTech Connex translates neuroscience advances into health technology breakthroughs. D'Arcy is most known for coining the term ""brain vital signs"" and for leading the research and development of the brain vital signs framework. He is also a full tenured professor with appointments at both Simon Fraser University and the University of British Columbia. He holds the Surrey Memorial Hospital Foundation BC Leadership Chair in Multimodal Technology for Healthcare Innovations. D'Arcy has published more than 260 academic works, generated more than $85 million in competitive research and innovation investment, and has been recognized through numerous national and international awards and distinctions. Throughout his career, D'Arcy has been advancing brain innovations. He constantly champions Canada's role in the world's neuroscience sphere. He has been advocating for the brain to be monitored regularly to track one's health, as part of any other body's vital signs. He is strongly focused on optimizing brain health through objective measurements to find the best treatments. His work has involved developing accessible technology improvements for evaluation and treatment in brain injury and concussion along with other brain conditions such as dementia, epilepsy, brain tumours and stroke. D'Arcy has played instrumental roles in advancing Canada's biotechnology industry through founding and co-founding a number of large-scale health-technology initiatives over the course of his career while at the (NRC) and Simon Fraser University/Surrey Memorial Hospital. These initiatives include NRC's Institute of Biodiagnostics (Atlantic), now called BIOTIC, and BC's Health and Technology District, encompassing Surrey Memorial Hospital's Health Sciences and Innovation initiative, Innovation Boulevard, the NeuroTech and ImageTech Laboratories, the HealthTech Innovation Hub and the BrainNET initiative. The Health and Technology District continues to grow towards the planned goals of over 1.5 million square feet of health/technology/innovation space, employing more than 15,000 tech and tech related jobs, and generating more than $1.1 billion into the economy annually.",Brain–computer_interfacing
MindRDR,"MindRDR is a Google Glass app created by This Place, a London, Seattle and Tokyo based user experience agency. MindRDR connects a Neurosky MindWave Mobile portable EEG monitor to Google Glass and uses the EEG signal to control functionality on Google Glass. The MindRDR app can use the EEG signals to take a photo using the Google Glass camera, and then can share the picture to Twitter or Facebook. The MindWave EEG sensor measures brainwaves and the MindRDR app interprets these brain waves as an input signal for activation of hardware on Google Glass; with high levels of concentration being used as a positive user gesture, and relaxation as a negative user gesture.",Brain–computer_interfacing
Cameron Health,"Cameron Health was a medical device developer based in San Clemente, California, USA. Cameron Health had its European office, Cameron Health BV, in Arnhem, The Netherlands. The privately held company's focus was on a new generation of minimally invasive implantable cardioverter-defibrillator (ICD) which they called a Subcutaneous Implantable Defibrillator (S-ICD). Cameron Health's approach avoided implanting transvenous leads into the heart, which had been the usual procedure for cardiac devices. Instead, the Cameron ICD was entirely implanted outside the thoracic wall. In June 2012, Boston Scientific officially acquired Cameron Health for a total sum of $1.3 Billion, paid out incrementally as various revenue milestones were achieved. As of February 2016, Boston Scientific still markets the S-ICD system.","Boston_Scientific,Implants_(medicine)"
Anaesthetic machine,"An anaesthetic machine (British English) or anesthesia machine (American English) is a medical device used to generate and mix a fresh gas flow of medical gases and inhalational anaesthetic agents for the purpose of inducing and maintaining anaesthesia. The machine is commonly used together with a mechanical ventilator, breathing system, suction equipment, and patient monitoring devices; strictly speaking, the term ""anaesthetic machine"" refers only to the component which generates the gas flow, but modern machines usually integrate all these devices into one combined freestanding unit, which is colloquially referred to as the ""anaesthetic machine"" for the sake of simplicity. In the developed world, the most frequent type in use is the continuous-flow anaesthetic machine or ""Boyle's machine"", which is designed to provide an accurate supply of medical gases mixed with an accurate concentration of anaesthetic vapour, and to deliver this continuously to the patient at a safe pressure and flow. This is distinct from intermittent-flow anaesthetic machines, which provide gas flow only on demand when triggered by the patient's own inspiration. Simpler anaesthetic apparatus may be used in special circumstances, such as the , a simplified anaesthesia delivery system invented for the British Defence Medical Services, which is light and portable and may be used for ventilation even when no medical gases are available. This device has unidirectional valves which suck in ambient air, which can be enriched with oxygen from a cylinder, with the help of a set of bellows.",Drug_delivery_devices
CMR Surgical,"CMR Surgical is a British medical technology company based in Impington. It produces a robotic surgery system called Versius. It was incorporated in 2014 and in 2018 employs over 400 people. It was called Cambridge Medical Robotics but changed its name in March 2018. The company raised $100 million in June 2018, said to be Europe’s largest ever deal for a medical devices company, from investments by , the , , LGT Group, and . This was hailed as the 'Venture financing deal of the year' at the Medtech Insight Awards. The Chinese investment was seen as particularly significant. The company plans to have its robots operating in more than six NHS hospitals over the next six months. It is a rival of the established Da Vinci Surgical System and claims to be more flexible and versatile, having independent modular arms which are ""quick and easy to set up"". Some of the key patents for the da Vinci system have recently expired. In 2021 Macquarie University Hospital introduced the company's Versius robotics arm for keyhole surgery, following approval from the Therapeutic Goods Administration. The 1,000 operation was performed by Professor Dr Raj Nagarkar, from HCG Manavata Cancer Centre, India in 2020. He said “We are seeing clear patient benefits including reduced pain, and length of stay. Additionally, the open console means I can operate comfortably, helping to reduce physical tiredness from surgery. As far as the patient is concerned, obviously there is less pain, less bleeding and less risk of infection. I feel we need to elaborate on the advantages to the surgeon. Without being glued to the console, I could comfortably relax in a chair and operate. I have done six robotic-assisted procedures in one single day, without getting tired, myself.” The biomimic arm was introduced at Western General Hospital and Milton Keynes University Hospital in 2020.",Medical_device_manufacturers
Sling (implant),"In surgery, a sling is an implant that is intended to provide additional support to a particular tissue. It usually consists of a synthetic mesh material in the shape of a narrow ribbon but sometimes a biomaterial (bovine or porcine) or the patients own tissue. The ends are usually attached to a fixed body part such as the skeleton.",Implants_(medicine)
Neuromodulation (medicine),"Neuromodulation is ""the alteration of nerve activity through targeted delivery of a stimulus, such as electrical stimulation or chemical agents, to specific neurological sites in the body"". It is carried out to normalize – or modulate – nervous tissue function. Neuromodulation is an evolving therapy that can involve a range of electromagnetic stimuli such as a magnetic field (rTMS), an electric current, or a drug instilled directly in the subdural space (intrathecal drug delivery). Emerging applications involve targeted introduction of genes or gene regulators and light (optogenetics), and by 2014, these had been at minimum demonstrated in mammalian models, or first-in-human data had been acquired. The most clinical experience has been with electrical stimulation. Neuromodulation, whether electrical or magnetic, employs the body's natural biological response by stimulating nerve cell activity that can influence populations of nerves by releasing transmitters, such as dopamine, or other chemical messengers such as the peptide Substance P, that can modulate the excitability and firing patterns of neural circuits. There may also be more direct electrophysiological effects on neural membranes as the mechanism of action of electrical interaction with neural elements. The end effect is a ""normalization"" of a neural network function from its perturbed state. Presumed mechanisms of action for neurostimulation include depolarizing blockade, stochastic normalization of neural firing, , reduction of neural firing keratosis, and suppression of neural network oscillations. Although the exact mechanisms of neurostimulation are not known, the empirical effectiveness has led to considerable application clinically. Existing and emerging neuromodulation treatments also include application in medication-resistant epilepsy, chronic head pain conditions, and functional therapy ranging from bladder and bowel or respiratory control to improvement of sensory deficits, such as hearing (cochlear implants and auditory brainstem implants) and vision (retinal implants). Technical improvements include a trend toward minimally invasive (or noninvasive) systems; as well as smaller, more sophisticated devices that may have automated feedback control, and conditional compatibility with magnetic resonance imaging. Neuromodulation therapy has been investigated for other chronic conditions, such as Alzheimer's disease, depression, chronic pain, and as an adjunctive treatment in recovery from stroke.",Implants_(medicine)
Dental implant,"A dental implant (also known as an endosseous implant or fixture) is a surgical component that interfaces with the bone of the jaw or skull to support a dental prosthesis such as a crown, bridge, denture, facial prosthesis or to act as an orthodontic anchor. The basis for modern dental implants is a biologic process called osseointegration, in which materials such as titanium form an intimate bond to bone. The implant fixture is first placed so that it is likely to osseointegrate, then a dental prosthetic is added. A variable amount of healing time is required for osseointegration before either the dental prosthetic (a tooth, bridge or denture) is attached to the implant or an abutment is placed which will hold a dental prosthetic/crown. Success or failure of implants depends on the health of the person receiving the treatment, drugs which affect the chances of osseointegration, and the health of the tissues in the mouth. The amount of stress that will be put on the implant and fixture during normal function is also evaluated. Planning the position and number of implants is key to the long-term health of the prosthetic since biomechanical forces created during chewing can be significant. The position of implants is determined by the position and angle of adjacent teeth, by lab simulations or by using computed tomography with CAD/CAM simulations and surgical guides called stents. The prerequisites for long-term success of osseointegrated dental implants are healthy bone and gingiva. Since both can atrophy after tooth extraction, pre-prosthetic procedures such as sinus lifts or gingival grafts are sometimes required to recreate ideal bone and gingiva. The final prosthetic can be either fixed, where a person cannot remove the denture or teeth from their mouth, or removable, where they can remove the prosthetic. In each case an abutment is attached to the implant fixture. Where the prosthetic is fixed, the crown, bridge or denture is fixed to the abutment either with lag screws or with dental cement. Where the prosthetic is removable, a corresponding adapter is placed in the prosthetic so that the two pieces can be secured together. The risks and complications related to implant therapy divide into those that occur during surgery (such as excessive bleeding or nerve injury), those that occur in the first six months (such as infection and failure to osseointegrate) and those that occur long-term (such as peri-implantitis and mechanical failures). In the presence of healthy tissues, a well-integrated implant with appropriate biomechanical loads can have 5-year plus survival rates from 93 to 98 percent and 10 to 15 year lifespans for the prosthetic teeth. Long-term studies show a 16- to 20-year success (implants surviving without complications or revisions) between 52% and 76%, with complications occurring up to 48% of the time.",Implants_(medicine)
Microtrol,"Microtrol is an extended-release drug delivery system. It is used in certain medications like Adderall and incorporates two types of beads. The first dissolves immediately, releasing half of the medication, while the second type dissolves much more slowly releasing the remaining medication four hours later. Maximum plasma concentration is achieved in seven hours, compared to instant-release which reaches maximum concentration in three hours. Microtrol is manufactured by Supernus Pharmaceuticals, Inc.",Drug_delivery_devices
Gel,"A gel is a semi-solid that can have properties ranging from soft and weak to hard and tough. Gels are defined as a substantially dilute cross-linked system, which exhibits no flow when in the steady-state. A gel has been defined phenomenologically as a soft, solid or solid-like material consisting of two or more components, one of which is a liquid, present in substantial quantity. By weight, gels are mostly liquid, yet they behave like solids because of a three-dimensional cross-linked network within the liquid. It is the crosslinking within the fluid that gives a gel its structure (hardness) and contributes to the adhesive stick (tack). In this way, gels are a dispersion of molecules of a liquid within a solid medium. The word gel was coined by 19th-century Scottish chemist Thomas Graham by clipping from gelatine. The process of forming a gel is called gelation.",Drug_delivery_devices
Oxinium,"Oxinium is the brand name of a material used for replacement joints manufactured by the reconstructive orthopedic surgery division of medical devices company Smith & Nephew. It consists of a zirconium alloy metal substrate that transitions into a ceramic zirconium oxide outer surface. The ceramic surface is extremely abrasion resistant compared to traditional metal implant materials such as cobalt chromium. It also has a lower coefficient of friction against ultra-high molecular weight polyethylene (UHMWPE), the typical counterface material used in total joint replacements. These two factors likely contribute to the significantly lower UHMWPE wear rates observed in simulator testing. Reducing UHMWPE wear is thought to decrease the risk of implant failure due to osteolysis. All-ceramic materials can have a similar effect on reducing wear, but are brittle and difficult to manufacture. The metal substrate of Oxinium implants makes components easier to manufacture and gives them greater toughness (a combination of strength and ductility). In essence, this technology combines the abrasion resistance and low friction of a ceramic with the workability and toughness of a metal. This combination of properties led to Oxinium technology being the first ever implant-related technology to win the prestigious ASM International Engineering Materials Achievement Award (EMAA) in 2005. Current competitive reduced-wear options in total hip arthroplasty (THA) are ceramic-on-ceramic, metal-on-metal, and metal-on-cross-linked polyethylene. The only competitive reduced-wear option for total knee arthroplasty (TKA) is metal-on-cross-linked polyethylene. In September 2003, Smith & Nephew recalled its Macrotextured Oxinium Profix and Genesis II knee implants because of reports that 30 people receiving the implants without bone cement had to undergo a replacement surgery after they became loose.","Biomaterials,Implants_(medicine)"
Osseointegration,"Osseointegration (from Latin osseus ""bony"" and integrare ""to make whole"") is the direct structural and functional connection between living bone and the surface of a load-bearing artificial implant (""load-bearing"" as defined by Albrektsson et al. in 1981). A more recent definition (by et al.) defines osseointegration as ""functional ankylosis (bone adherence)"", where new bone is laid down directly on the implant surface and the implant exhibits mechanical stability (i.e., resistance to destabilization by or shear forces). Osseointegration has enhanced the science of medical bone and joint replacement techniques as well as dental implants and improving prosthetics for amputees.",Implants_(medicine)
Bioceramic,"Bioceramics and bioglasses are ceramic materials that are biocompatible. Bioceramics are an important subset of biomaterials. Bioceramics range in biocompatibility from the ceramic oxides, which are inert in the body, to the other extreme of resorbable materials, which are eventually replaced by the body after they have assisted repair. Bioceramics are used in many types of medical procedures. Bioceramics are typically used as rigid materials in surgical implants, though some bioceramics are flexible. The ceramic materials used are not the same as porcelain type ceramic materials. Rather, bioceramics are closely related to either the body's own materials or are extremely durable metal oxides.","Biomaterials,Implants_(medicine)"
Implant (medicine),"An implant is a medical device manufactured to replace a missing biological structure, support a damaged biological structure, or enhance an existing biological structure. Medical implants are man-made devices, in contrast to a transplant, which is a transplanted biomedical tissue. The surface of implants that contact the body might be made of a biomedical material such as titanium, silicone, or apatite depending on what is the most functional. In some cases implants contain electronics, e.g. artificial pacemaker and cochlear implants. Some implants are bioactive, such as subcutaneous drug delivery devices in the form of implantable pills or drug-eluting stents.",Implants_(medicine)
Apex Medical,"Apex Medical is a multinational corporation specializing in medical treatments including therapeutic support surface, respiratory therapy (CPAP & respiratory mask, nebulizer, suction machine), sterilization equipment, intermittent pneumatic compression devices, total bed solution and other medical treatments & services. Its products & services have been implemented in hospitals, nursing & rehabilitation facilities, health agencies, and home-care channels in over 70 countries worldwide.",Medical_device_manufacturers
Artificial facet replacement,"An artificial facet replacement is a joint prosthesis intended to replace the natural facets and other posterior elements of the spine, restoring normal (or near-normal) motion while providing stabilization of spinal segments. It is typically used as an adjunct to laminectomy, laminotomy, neural decompression, and facetectomy, in lieu of standard lumbar fusion. The prosthesis is indicated for back and leg pain caused by central or lateral spinal stenosis, degenerative disease of the facets with instability, and grade 1 degenerative spondylolisthesis with objective evidence of neurological impairment.",Implants_(medicine)
Postmarketing surveillance,"Postmarketing surveillance (PMS), also known as post market surveillance, is the practice of monitoring the safety of a pharmaceutical drug or medical device after it has been released on the market and is an important part of the science of pharmacovigilance. Since drugs and medical devices are approved on the basis of clinical trials, which involve relatively small numbers of people who have been selected for this purpose – meaning that they normally do not have other medical conditions which may exist in the general population – postmarketing surveillance can further refine, or confirm or deny, the safety of a drug or device after it is used in the general population by large numbers of people who have a wide variety of medical conditions. Postmarketing surveillance uses a number of approaches to monitor drug and device safety, including spontaneous reporting databases, prescription event monitoring, electronic health records, patient registries, and record linkage between health databases. These data are reviewed to highlight potential safety concerns in a process known as data mining.",Regulation_of_medical_devices
Huvitz,"Huvitz Co., Ltd. is a South Korean company specializing in optometric medical equipment, founded in 1998 by members of the research institute of LG Group.",Medical_device_manufacturers
Direct acoustic cochlear implant,"A direct acoustic cochlear implant - also DACI - is an acoustic implant which converts sound in mechanical vibrations that stimulate directly the perilymph inside the cochlea. The hearing function of the external and middle ear is being taken over by a little motor of a cochlear implant, directly stimulating the cochlea. With a DACI, people with no or almost no residual hearing but with a still functioning inner ear, can again perceive speech, sounds and music.DACI is an official product category, as indicated by the nomenclature of GMDN. A DACI tries to provide an answer for people with hearing problems for which no solution exists today. People with some problems at the level of the cochlea can be helped with a hearing aid. A hearing aid will absorb the incoming sound from a microphone, and offer enhanced through the natural way. For larger reinforcements, this may cause problems with feedback and distortion. A hearing aid also simply provides more loudness, no more resolution. Users will view this often as, ""all sounds louder, but I understand nothing more than before.""Once a hearing aid offers no solution anymore, one can switch to a cochlear implant. A Cochlear implant captures the sound and sends it electrically, through the cochlea, to the auditory nerve. In this way, completely deaf patients can perceive sounds again.However, As soon as there are problems not only at the level of the cochlea, but also in the middle ear (the so-called conductive losses), then there are more efficient ways to get sound to the partially functioning cochlea.The most obvious solution is a BAHA, which brings the sound to the cochlea via bone conduction.However, patients who have both problems with the cochlea, as with the middle ear (i.e. patients with mixed losses), none of the above solutions is ideal.To this end, the direct acoustic cochlear implant was developed. A DACI brings the sound directly to the cochlea, and provides the most natural way of sound amplification.","Implants_(medicine),Neuroprosthetics"
Vaginal ring,"Vaginal rings (also known as intravaginal rings, or V-Rings) are polymeric drug delivery devices designed to provide controlled release of drugs for intravaginal administration over extended periods of time. The ring is inserted into the vagina and provides contraception protection. Vaginal rings come in one size that fits most women.",Drug_delivery_devices
Voice prosthesis,"A voice prosthesis (plural prostheses) is an artificial device, usually made of silicone that is used in conjunction with voice therapy to help laryngectomized patients to speak. During a total laryngectomy, the entire voice box (larynx) is removed and the windpipe (trachea) and food pipe (esophagus) are separated from each other. During this operation an opening between the food pipe and the windpipe can be created (primary puncture). This opening can also be created at a later time (secondary puncture). This opening is called a tracheo-esophageal puncture (TE puncture). The voice prosthesis is placed in this opening. Then, it becomes possible to speak by occluding the stoma and blowing the air from the lungs through the inside of the voice prosthesis and through the throat, creating a voice sound, which is called tracheo-esophageal speech.The back end of the prosthesis sits at the food pipe. To avoid food, drinks, or saliva from coming through the prosthesis and into the lungs, the prosthesis has a small flap at the back.There are two ways of inserting the voice prosthesis: through the mouth and throat (retrograde manner) with the help of a guide wire, or directly through the tracheostoma (anterograde) manner. Nowadays, most voice prosthesis are placed anterograde, through the stoma.",Implants_(medicine)
Chairiot solo,"The Chairiot solo is a wheelchair accessible microcar manufactured by Chairiot Mobility Inc. It is one of the few cars for wheelchair users designed specifically for that purpose, and not a conversion.",Mobility_devices
White cane,"A white cane is a device used by many people who are blind or visually impaired. A white cane primarily allows its user to scan their surroundings for obstacles or orientation marks, but is also helpful for onlookers in identifying the user as blind or visually impaired and taking appropriate care. The latter is the reason for the cane's white colour, which in many jurisdictions is mandatory.",Mobility_devices
Estradiol/norethisterone acetate,"Estradiol/norethisterone acetate (E2/NETA), sold under the brand name Activella among others, is a combination of estradiol (E2) and norethisterone acetate (NETA) which is used in the treatment of vasomotor symptoms, vulvar and vaginal atrophy, and osteoporosis associated with menopause. Activella specifically is marketed by Novo Nordisk and is supplied as film-coated tablets containing 1 mg estradiol and 0.5 mg norethisterone acetate. CombiPatch is a combination of estradiol and NETA provided as a transdermal patch.",Transdermal_patches
Fentanyl,"Fentanyl, also spelled fentanil, is a powerful opioid used as a pain medication and together with other medications for anesthesia. It is also used as a recreational drug, sometimes mixed with heroin, methamphetamine, or cocaine. It has a rapid onset and its effects generally last under two hours. Medically, it is used by injection, nasal spray, skin patch, or absorbed through the cheek (transmucosal) as a lozenge or tablet. Common side effects include nausea or vomiting, constipation, sedation, confusion, and injuries related to poor coordination. Serious side effects may include decreased respiratory rate (respiratory depression), serotonin syndrome, low blood pressure, or development of an opioid use disorder. Fentanyl works primarily by activating μ-opioid receptors. It is around 100 times stronger than morphine, about 50 times stronger than heroin. Some fentanyl analogues such as carfentanil are up to ~10,000 times stronger than morphine. Fentanyl was first made by Paul Janssen in 1960 and approved for medical use in the United States in 1968. In 2015, 1,600 kilograms (3,500 lb) were used in healthcare globally. As of 2017, fentanyl was the most widely used synthetic opioid in medicine. Fentanyl patches for cancer pain are on the World Health Organization's List of Essential Medicines. In 2016, fentanyl and fentanyl analogues were the most common cause of overdose deaths in the United States at more than 20,000, about half of all opioid-related deaths. Most of these overdose deaths were due to illegally made fentanyl. In recent years, fentanyl has disrupted the North American drug market, capitalizing on pre-existing demand for opiates such as heroin and prescription pharmaceuticals. In 2017, it was the 250th most commonly prescribed medication in the United States, with more than 1.7 million prescriptions. At the same time, there is concern that the growing demand may prove highly attractive to organized crime and aspiring criminals, especially those operating in areas around the Golden Triangle in Southeast Asia and Shan State in Myanmar where production of synthetic drugs has expanded dramatically over the last decade. Compared to heroin, it is more potent, has higher profit margins, and, because it is compact, has simpler logistics. It can be cut into, or even replace entirely, the supply of heroin and other opiates.",Transdermal_patches
Polyhydroxyalkanoates,"Polyhydroxyalkanoates or PHAs are polyesters produced in nature by numerous microorganisms, including through bacterial fermentation of sugars or lipids. When produced by bacteria they serve as both a source of energy and as a carbon store. More than 150 different monomers can be combined within this family to give materials with extremely different properties. These plastics are biodegradable and are used in the production of bioplastics. They can be either thermoplastic or elastomeric materials, with melting points ranging from 40 to 180 °C. The mechanical properties and biocompatibility of PHA can also be changed by blending, modifying the surface or combining PHA with other polymers, enzymes and inorganic materials, making it possible for a wider range of applications.",Biomaterials
