label.value,abstract.value,words_string
Digital Fish Library,"The Digital Fish Library (DFL) is a University of California San Diego project funded by the (DBI) of the National Science Foundation (NSF). The DFL creates 2D and 3D visualizations of the internal and external anatomy of fish obtained with magnetic resonance imaging (MRI) methods and makes these publicly available over the web. The information core for the Digital Fish Library is generated using high-resolution MRI scanners housed at the Center for functional magnetic resonance imaging (CfMRI) multi-user facility at UC San Diego. These instruments use magnetic fields to take 3D images of animal tissues, allowing researchers to non-invasively see inside them and quantitatively describe their 3D anatomy. Fish specimens are obtained from the at Scripps Institute of Oceanography (SIO) and imaged by staff from UC San Diego's (CSCI). As of February 2010, the Digital Fish Library contains almost 300 species covering all five classes of fish, 56 of 60 orders, and close to 200 of the 521 fish families as described by Nelson, 2006. DFL imaging has also contributed to a number of published peer-reviewed scientific studies. Digital Fish Library work has been featured in the media including two National Geographic documentaries: Magnetic Navigator and Ultimate Shark.",Magnetic_resonance_imaging
Craniofacial prosthesis,"Craniofacial prostheses are prostheses made by individuals trained in anaplastology or maxillofacial prosthodontics who medically help rehabilitate those with facial defects caused by disease (mostly progressed forms of skin cancer, and head and neck cancer), trauma ",Implants_(medicine)
Hemostat,"A hemostat (also called a hemostatic clamp, arterial forceps, or pean after Jules-Émile Péan) is a surgical tool used in many surgical procedures to control bleeding. For this reason, it is common in the initial phases of surgery for initial incision to be lined with hemostats which close blood vessels awaiting ligation. Hemostats belong to a group of instruments that pivot (similar to scissors, and including needle holders, tissue holders and various clamps) where the structure of the tip determines the function. The hemostat has handles that can be held in place by their locking mechanism. The locking mechanism is typically a series of interlocking teeth, a few on each handle, that allow the user to adjust the clamping force of the pliers. When locked together, the force between the tips is approximately 40 N (9 lbf).",Medical_clamps
Waters' view,"Waters' view (also known as the occipitomental view) is a radiographic view, where an X-ray beam is angled at 45° to the orbitomeatal line. The rays pass from behind the head and are perpendicular to the radiographic plate. It is commonly used to get a better view of the maxillary sinuses. Another variation of the waters according to Merrill's Atlas of Radiographic Positioning and Procedures places the orbitomeatal line at a 37° angle to the image receptor.","Radiography,Radiology"
Cardiac magnetic resonance imaging,"Cardiovascular magnetic resonance imaging (CMR, also known as cardiac MRI) is a medical imaging technology for non-invasive assessment of the function and structure of the cardiovascular system. Conventional MRI sequences are adapted for cardiac imaging by using ECG gating and high temporal resolution protocols. The development of CMR is an active field of research and continues to see a rapid expansion of new and emerging techniques.","Cardiac_imaging,Magnetic_resonance_imaging"
Unicompartmental knee arthroplasty,"Unicompartmental knee arthroplasty (UKA) is a surgical procedure used to relieve arthritis in one of the knee compartments in which the damaged parts of the knee are replaced. UKA surgery may reduce post-operative pain and have a shorter recovery period than a total knee replacement procedure, particularly in people over 75 years of age. Moreover, UKAs may require a smaller incision, less tissue damage, and faster recovery times. In the United States, the procedure constitutes approximately 8% of knee arthroplasties. In comparisons with a more extensive surgical procedure called high tibial osteotomy, UKA has equal or better outcomes.",Implants_(medicine)
Whelan v. Jaslow,"Whelan Assocs., Inc. v. Jaslow Dental Laboratory, Inc. (3rd Cir. 1986) was a landmark case in defining principles that applied to copyright of computer software in the United States, extending beyond literal copying of the text to copying the more abstract structure, sequence and organization.The decision initiated a six-year period (until Computer Associates Int. Inc. v. Altai Inc.) of excessive copyright protection, suppressing innovation.",Dental_software
Title 21 CFR Part 11,"Title 21 CFR Part 11 is the part of Title 21 of the Code of Federal Regulations that establishes the United States Food and Drug Administration (FDA) regulations on electronic records and electronic signatures (ERES). Part 11, as it is commonly called, defines the criteria under which electronic records and electronic signatures are considered trustworthy, reliable, and equivalent to paper records (Title 21 CFR Part 11 Section 11.1 (a)).",Regulation_of_medical_devices
Microdispensing,"Microdispensing is the technique of producing liquid media dosages in volumes of less than one microlitre. The continuing miniaturization in almost all technical areas creates constant challenges for industry, development and research facilities. Microdispensing is one of those challenges. Ever smaller amounts of adhesive, liquid, oil, grease and a multitude of other media must be dispensed reliably and accurately in dosage and placement with short cycle times. The precise positioning and quantity of fluids such as glue, reagents or any other substance has a great influence on the overall quality of a medical device. A few examples are: 
* Micro-dosing systems with a quantity as small as 50 picolitres 
* Volumetric systems for use with adhesives and spraying systems for silicone coating needles and other surfaces Microdispensing is also used in non-medical applications, like on-demand soda flavoring (the Coca-Cola Freestyle and Pepsi Spire), inkjet printing, and 3-D printing.",Drug_delivery_devices
Contraceptive implant,"A contraceptive implant is an implantable medical device used for the purpose of birth control. The implant may depend on the timed release of hormones to hinder ovulation or sperm development, the ability of copper to act as a natural spermicide within the uterus, or it may work using a non-hormonal, physical blocking mechanism. As with other contraceptives, a contraceptive implant is designed to prevent pregnancy, but it does not protect against sexually transmitted infections.",Implants_(medicine)
Bioamplifier,"A Bioamplifier is an electrophysiological device, a variation of the instrumentation amplifier, used to gather and increase the signal integrity of physiologic electrical activity for output to various sources. It may be an independent unit, or integrated into the electrodes.",Electrophysiology
Gigli saw,"A Gigli saw is a flexible wire saw used by surgeons for bone cutting. A Gigli saw is used mainly for amputation, where the bones have to be smoothly cut at the level of amputation. The saw was invented by Italian obstetrician Leonardo Gigli to simplify the performance of a lateral pubiotomy in obstructed labour.",Orthopaedic_instruments
GLIC,"The GLIC receptor is a bacterial (Gloeobacter) Ligand-gated Ion Channel, homolog to the nicotinic acetylcholine receptors. It is a proton-gated (the channel opens when it binds a proton, H+ ion), cation-selective channel (it selectively lets the positive ions through). Like the nicotinic acetylcholine receptors is a functional pentameric oligomer (the channel normally works as an assembly of five subunits). However while its eukaryotic homologues are hetero-oligomeric (assembled from different subunits), all until now known bacteria known to express LICs encode a single monomeric unit, indicating the GLIC to be functionally homo-oligomeric (assembled from identical subunits). The similarity of amino-acid sequence to the eukaryotic LGICs is not localized to any single or particular tertiary domain, indicating the similar function of the GLIC to its eukaryotic equivalents. Regardless, the purpose of regulating the threshold for action potential excitation in the nerve signal transmission of multicellular organisms cannot translate to single-cell organisms, thereby not making the purpose of bacterial LGICs immediately obvious.",Electrophysiology
Muon tomography,"Muon tomography is a technique that uses cosmic ray muons to generate three-dimensional images of volumes using information contained in the Coulomb scattering of the muons. Since muons are much more deeply penetrating than X-rays, muon tomography can be used to image through much thicker material than x-ray based tomography such as CT scanning. The muon flux at the Earth's surface is such that a single muon passes through an area the size of a human hand per second.Since its development in the 1950s, muon tomography has taken many forms, the most important of which are muon transmission radiography and muon scattering tomography. Muon tomography imagers are under development for the purposes of detecting nuclear material in road transport vehicles and cargo containers for the purposes of non-proliferation.Another application is the usage of muon tomography to monitor potential underground sites used for carbon sequestration.",Tomography
John Weiss & Son,John Weiss & Son were London-based surgical instrument makers during the 1700s and 1800s.,Surgical_instrument_manufacturers
Stress wave tomography,"Acoustic or stress wave tomography is a non-destructive measurement method for the visualization of the structural integrity of a solid object. It is being used to test the preservation of wood or concrete, for example. The term acoustic tomography refers to the perceptible sounds that are caused by the mechanical impulses used for measuring. The term stress wave tomography describes the measurement method more accurately.",Tomography
Nav1.4,"Sodium channel protein type 4 subunit alpha is a protein that in humans is encoded by the SCN4A gene. The Nav1.4 voltage-gated sodium channel is encoded by the SCN4A gene. Mutations in the gene are associated with hypokalemic periodic paralysis, hyperkalemic periodic paralysis, paramyotonia congenita, and potassium-aggravated myotonia.",Electrophysiology
Radiation Control for Health and Safety Act of 1968,"Radiation Control for Health and Safety Act of 1968 was an amendment to the Public Health Service Act mandating performance standards for electronic products suspectible of electromagnetic radiation or radiation emissions. The United States statute established provisionsinvolving research and development programs for the studies of electromagnetic shielding, ionizing radiation, non-ionizing radiation, and exposure assessment to humans. The Act of Congress was recodified to Title 21 from Title 42 with the passage of the Safe Medical Device Amendments of 1990. The electronic product radiation control provisions are authorized for administrative law purposes by the Federal Food, Drug, and Cosmetic Act. The H.R. 10790 legislation was passed by the 90th United States Congressional session and enacted into law by the 36th President of the United States Lyndon B. Johnson on October 18, 1968.",Regulation_of_medical_devices
Keratoprosthesis,"Keratoprosthesis is a surgical procedure where a diseased cornea is replaced with an artificial cornea. Traditionally, keratoprosthesis is recommended after a person has had a failure of one or more donor corneal transplants. More recently, a less invasive, non-penetrating artificial cornea has been developed which can be used in more routine cases of corneal blindness. While conventional cornea transplant uses donor tissue for transplant, an artificial cornea is used in the Keratoprosthesis procedure. The surgery is performed to restore vision in patients suffering from severely damaged cornea due to congenital birth defects, infections, injuries and burns. Keratoprotheses are made of clear plastic with excellent tissue tolerance and optical properties. They vary in design, size and even the implantation techniques may differ across different treatment centers. The procedure is done by ophthalmologists, often on an outpatient basis. The idea of artificial cornea was first proposed in 1789 by French ophthalmologist Guillaume Pellier de Quengsy.",Implants_(medicine)
Smiths Group,"Smiths Group plc (LSE: SMIN) is a British multinational diversified engineering business headquartered in London, England. It has operations in over 50 countries and employs around 23,550 staff. Smiths Group is listed on the London Stock Exchange and is a constituent of the FTSE 100 Index. Smiths Group has its origins in a jewellery shop, S Smith & Sons, which was founded by the watchmaker and businessman Samuel Smith. Supplying its precision watches to various clients, including the Admiralty, the business quickly grew and expanded into a major provider of timepieces, diamonds and automotive instrumentation. On 21 July 1914, the business became a public limited company, holding onto this status for over a hundred years. Throughout much of the twentieth century, Smiths Group was the principal supplier of instruments to the British motorcar and motorcycle industries, organising itself as Smiths Industries Ltd in 1960. During the 1980s and 1990s, the company restructured itself, disposing of its automotive division to focus on three divisions: Smiths Industrial, Smiths Medical Systems, and Smiths Aerospace and Defence. On 30 November 2000, its name was changed to Smiths Group; it merged with specialised engineering firm TI Group that same year. Presently, Smiths Group has five divisions. Smiths Detection is the world's largest manufacturer of sensors for the detection of explosives, weapons, chemical agents, biohazards, narcotics and contraband. John Crane is a manufacturer of seals and associated products for the process industries. Smiths Medical is a manufacturer and supplier of specialty medical devices and equipment. Smiths Interconnect is a manufacturer of electronic and radio frequency components. Flex-Tek is a supplier of components to heat and move fluids and gases.",Medical_device_manufacturers
Speckle tracking echocardiography,"In the fields of cardiology and medical imaging, speckle tracking echocardiography (STE) is an echocardiographic imaging technique that analyzes the motion of tissues in the heart by using the naturally occurring speckle pattern in the myocardium or blood when imaged by ultrasound. This novel method of documentation of myocardial motion represents a noninvasive method of definition of vectors and velocity. When compared to other technologies seeking noninvasive definition of ischemia, speckle tracking seems a valuable endeavor. This speckle pattern is a mixture of interference patterns and natural acoustic reflections. These reflections are also described as speckles or markers. The pattern being random, each region of the myocardium has a unique speckle pattern (also called patterns, features, or fingerprints) that allows the region to be traced from one frame to the next, and this speckle pattern is relatively stable, at least from one frame to the next. In post processing this can be tracked consecutively frame to frame and ultimately resolved into angle-independent two-dimensional (2D) and three-dimensional strain-based sequences (3D). These sequences provide both quantitative and qualitative information regarding tissue deformation and motion.","Cardiac_imaging,Medical_ultrasonography"
Carotid ultrasonography,Carotid ultrasonography is an ultrasound-based diagnostic imaging technique to evaluate structural details of the carotid arteries. Carotid ultrasound is used to diagnose carotid artery stenosis (CAS) and can assess atherosclerotic plaque morphology and characteristics. Carotid duplex and contrast-enhanced ultrasound are two of the most common imaging techniques used to evaluate carotid artery disease.,Medical_ultrasonography
Passive electrolocation in fish,"Passive electrolocation is a process where certain species of fish or aquatic amphibians can detect electric fields using specialized electroreceptors to detect and to locate the source of an external electric field in its environment creating the electric field. These external electric fields can be produced by any bioelectrical process in an organism, especially by actions of the nerves or muscles of fish, or indeed by the specially developed electric organs of fish. Other fields are induced by movement of a conducting organism through the earth's magnetic field, or from atmospheric electricity. Electrolocating fish use this ability to detect prey, locate other fish, avoid predators, and perhaps to navigate by the Earth's magnetic field. Electroreceptors probably evolved once or twice early in vertebrate evolution, but the sense was apparently lost in amniotes, and in a large number of the Actinopterygii (ray finned fishes) only to reappear independently in two teleost clades. In fish, the ampullary receptor is a specialized receptor that it uses to sense these electric fields and allows the fish to follow electric field lines to their source. Sharks primarily use specialized receptors, called Ampullae of Lorenzini, to detect their prey's low frequency DC fields and may also use their receptors in navigation by the Earth's magnetic field. Weakly electric fish use their ampullary receptors and tuberous receptors to detect the weakly electric fields produced by other fish, as well as for possible predator avoidance. Passive electrolocation contrasts with active electrolocation, in which the animal emits its own weak self generated electric field and detects nearby objects by detecting the distortion of its produced electric field. In active electrolocation the animal senses its own electromotor discharge or reafference instead of some externally generated electric field or discharge.",Electrophysiology
Sonographer,"A sonographer is a healthcare professional who specialises in the use of ultrasonic imaging devices to produce diagnostic images, scans, videos or three-dimensional volumes of anatomy and diagnostic data. The requirements for clinical practice vary greatly by country. Sonography requires specialised education and skills to acquire, analyze and optimize information in the image. Due to the high levels of decisional latitude and diagnostic input, sonographers have a high degree of responsibility in the diagnostic process. Many countries require medical sonographers to have professional certification. Sonographers have core knowledge in ultrasound physics, cross-sectional anatomy, physiology, and pathology.",Medical_ultrasonography
Jaeger chart,"The Jaeger chart is an eye chart used in testing near vision acuity. It is a card on which paragraphs of text are printed, with the text sizes increasing from 0.37 mm to 2.5 mm. This card is to be held by a patient at a fixed distance from the eye dependent on the J size being read. The smallest print that the patient can read determines their visual acuity.The original 1867 chart had a text containing seven paragraphs and a corresponding seven-point scale. Jaeger cards are not standardized, and the variability of the actual size of test letters on different Jaeger cards currently in use is very high. Therefore, test results with different Jaeger cards are not comparable. More commonly, distance vision acuity is tested using the Snellen chart, familiarly seen wall mounted with a large letter at the top.",Optotypes
Zydis,Zydis is a technology used to manufacture orally disintegrating tablets developed by R.P. Scherer Corporation. Zydis tablets dissolve in the mouth within 3 seconds.,Drug_delivery_devices
"Charles Mills (artist, born 1920)","Charles Norman Mills (December 14, 1920 – October 20, 2009) was an African-American artist whose paintings appeared on canvas and as murals on neighborhood walls, focusing on events in African-American history and culture. His work Wall of History, a mural depicting centuries of African-American history, located at the entrance to downtown Fort Lauderdale's Sistrunk Boulevard, has been called his greatest achievement. Mills was born on December 14, 1920, in New York City and grew up in Harlem. He attended an arts high school in Manhattan. As a youth, Mills learned about his roots through his frequent visits to a collection of books on African-American culture and history located on the second floor of a building on 135th Street, a collection that was later placed in the Schomburg Center for Research in Black Culture. Mills served in the United States Army and after completing his military service worked as a medical illustrator at the VA Medical Center in Brooklyn. This was a position that his daughter described as having ""brought out the art in him"" and Mills would go on to spend two decades designing and illustrating medical books. He started designing fine art, after taking instruction at The Career School of Commercial Illustration in New York and at the Brooklyn Museum, with many of his works shown in collections and galleries in New York City. He moved to South Florida in 1985, settling in Fort Lauderdale. He taught at the Coral Springs Museum of Art, continued painting and had his works shown in area galleries and museums. His mural at the entrance to Sistrunk Boulevard in his adopted home town, commissioned by the City of Fort Lauderdale, have been considered his greatest work, telling the story of the African-American experience from slavery to modern times. In 2009, the Jim Moran Foundation honored him as an African-American Achiever for his six decades of painting and his focus on the African-American experience. Mills died at age 88 on October 20, 2009, at a hospice in Pembroke Pines, Florida. He was survived by his wife, Thelma, as well as by two daughters Renee Chester and Denise Collins, five grandchildren and five great-grandchildren.",Medical_illustrators
Pulmonary consolidation,"A pulmonary consolidation is a region of normally compressible lung tissue that has filled with liquid instead of air. The condition is marked by induration (swelling or hardening of normally soft tissue) of a normally aerated lung. It is considered a radiologic sign. Consolidation occurs through accumulation of inflammatory cellular exudate in the alveoli and adjoining ducts. The liquid can be pulmonary edema, inflammatory exudate, pus, inhaled water, or blood (from bronchial tree or hemorrhage from a pulmonary artery). Consolidation must be present to diagnose pneumonia: the signs of lobar pneumonia are characteristic and clinically referred to as consolidation.",Radiologic_signs
Wheelchair lift,"A wheelchair lift, also known as a platform lift, or vertical platform lift is a fully powered device designed to raise a wheelchair and its occupant in order to overcome a step or similar vertical barrier. Wheelchair lifts can be installed in homes or businesses and are often added to both private and public vehicles in order to meet accessibility requirements laid out by disability acts. These mobility devices are often installed in homes as an alternative to a stair lift, which only transport a passenger and not his/her wheelchair or mobility scooter. In the United States, the Americans with Disabilities Act of 1990 (ADA) required that all new mass transit vehicles placed into service after July 1, 1993, be accessible to persons in wheelchairs, and until the 2000s, this requirement was most commonly met by the inclusion of a wheelchair lift. In 1993, there were 29,033 transit buses in the U.S. equipped with wheelchair lifts or ramps, representing 52 percent of all U.S. transit buses. By 2001, this figure had grown to 58,785 buses (although the percentage that were equipped with lifts, as opposed to ramps, is unknown). Low-floor transit vehicles (buses, streetcars, light rail cars) – fitted with ramps or bridge plates rather than lifts – later began to become more common than lifts for heavy-duty transit vehicles, while lifts continue to be used in paratransit vehicles. A number of legal regimes in various countries regulate the use of wheelchair lifts, setting forth standards for the devices and requiring certain kinds of businesses to make parking lots accessible to vehicles bearing the devices. In some instances, accessibility standards have been achieved in legal settlements. For example, in the 2005 case of Dilworth, et al. v. City of Detroit, NO. 2:04- cv-73152 (E.D. Mich. 2005), the defendant city conceded that the Americans With Disabilities Act and its supporting legislation required the city ""to maintain the wheelchair lifts on its buses in operative condition; promptly repair wheelchair lifts if they are damaged or out of order; establish a system of regular and frequent maintenance checks of wheelchair lifts; remove a vehicle from service if the lift is inoperative (with limited exceptions); provide alternative transportation when the lift doesn't work and the next accessible bus is more than 30 minutes away."" While some wheelchair-accessible vans use a powered lift to assist the occupant in boarding, a wheelchair ramp is usually less expensive for this purpose and is often installed on minivans. Full-size vans require the use of a platform lift. There are two types of platform lifts installed on wheelchair-accessible vans: single-arm and dual-arm. Single-arm wheelchair lifts are only used in side-entry applications. They take up less interior space and leave the passenger entry open; however, they have less lifting capacity than dual-arm lifts. Most dual-arm wheelchair lifts have a lift capacity up to 800 pounds. These lifts consume more interior space and block the side entry and, for these reasons, are often mounted in the back of the vehicle for rear-entry applications. As mandated by the National Highway Traffic Safety Administration (NHTSA), wheelchair-accessible vans with wheelchair lifts are equipped with a safety lift interlock. Designed to prevent operation of the wheelchair van or wheelchair lift in unsafe situations, the safety interlock will sound an alarm if an unsafe condition exists (e.g., the vehicle attempts to move while the lift is deployed) or prevent the vehicle from shifting into drive while the wheelchair lift is in operation. In 2002, innovations allowed the development of wheelchair lifts that assist people in entering truck cabs, so that they may drive or operate heavy equipment. Wheelchair lifts can also be used to move an unoccupied scooter into a vehicle.",Mobility_devices
Gamma probe,"A gamma probe is a handheld device containing a scintillation counter, for intraoperative use following injection of a radionuclide, to locate sentinel lymph nodes by their radioactivity. It is used primarily for sentinel lymph node mapping and parathyroid surgery. Gamma probes are also used for RSL (radioactive seed localization), to locate small and non-palpable breast lesions.",Nuclear_medicine
Spinal fMRI,"Functional magnetic resonance imaging (fMRI) of the spinal cord (spinal fMRI) is an adaptation of the fMRI method that has been developed for use in the brain (1). Although the basic principles underlying the methods are the same, spinal fMRI requires a number of specific adaptations to accommodate the periodic motion of the spinal cord, the small cross-sectional dimensions (roughly 8 mm x 15 mm at the largest region), the length (~45 cm in adult humans), and the fact that the magnetic field that is used for MRI varies with position in the spinal cord because of magnetic susceptibility differences between bone and tissues. Spinal fMRI has been used to produce maps of neuronal activity at most levels of the spinal cord in response to various stimuli, such as touch, vibration, and thermal changes, and with motor tasks. Research applications of spinal fMRI to date include studies of normal sensory and motor function, and studies of the effects of trauma to the spinal cord (1-3) and multiple sclerosis (4). Two different data acquisition methods have been applied, one based on the established BOLD (blood-oxygen-level dependent) fMRI methods used in the brain, and the other based on SEEP (signal enhancement by extravascular water protons) contrast with essentially proton-density weighted spin-echo imaging (see MRI). The majority of the studies published to date are based on the SEEP contrast method. Methods demonstrated to overcome the challenges listed above include using a recording of the heart-beat to account for the related time course of spinal cord motion, acquiring image data with relatively high (~ 1-2 mm) spatial resolution to detect fine structural details, and acquiring images in thin contiguous sagittal slices to span a large extent of the spinal cord. Methods based on BOLD contrast have employed parallel imaging techniques to accelerate data acquisition, and imaging slices transverse to the spinal cord, in order to reduce the effects of spatial magnetic field distortions (5). Methods based on SEEP contrast have been developed specifically because they have low sensitivity to magnetic field distortions while maintaining sensitivity to changes in neuronal activity.",Neuroimaging
Radiation burn,"A radiation burn is a damage to the skin or other biological tissue and organs as an effect of radiation. The radiation types of greatest concern are thermal radiation, radio frequency energy, ultraviolet light and ionizing radiation. The most common type of radiation burn is a sunburn caused by UV radiation. High exposure to X-rays during diagnostic medical imaging or radiotherapy can also result in radiation burns. As the ionizing radiation interacts with cells within the body—damaging them—the body responds to this damage, typically resulting in erythema—that is, redness around the damaged area. Radiation burns are often discussed in the same context as radiation-induced cancer due to the ability of ionizing radiation to interact with and damage DNA, occasionally inducing a cell to become cancerous. Cavity magnetrons can be improperly used to create surface and internal burning. Depending on the photon energy, gamma radiation can cause very deep gamma burns, with 60Co internal burns common. Beta burns tend to be shallow as beta particles are not able to penetrate deeply into the person; these burns can be similar to sunburn. Alpha particles can cause internal alpha burns if inhaled, with external damage (if any) being limited to minor erythema. Radiation burns can also occur with high power radio transmitters at any frequency where the body absorbs radio frequency energy and converts it to heat. The U.S. Federal Communications Commission (FCC) considers 50 watts to be the lowest power above which radio stations must evaluate emission safety. Frequencies considered especially dangerous occur where the human body can become resonant, at 35 MHz, 70 MHz, 80-100 MHz, 400 MHz, and 1 GHz. Exposure to microwaves of too high intensity can cause microwave burns.",Radiation_therapy
European Congress of Radiology,"The European Congress of Radiology (Europäischer Röntgenkongress) is an annual meeting in Europe for radiologists from around the world. Founded in 1967, the Congress is run by Verein Europäischer Röntgenkongress’ (ECR).",Radiology_organizations
Alliance Medical,"Alliance Medical is a radiology services company founded in 1989 by Robert Waley-Cohen operating across Europe. In 2010 Lloyds Bank, Commerzbank and M&G Investments acquired 85% of the company in a debt-for-equity swap. A consortium, called the Collaborative Network, between the company and Christie Hospital NHS Foundation Trust won a ten-year NHS contract to provide PET-CT scanning services across 30 locations in England in January 2015. The contract provides for investment of £87 million over 10 years to install new scanners and improve the current infrastructure. Twenty four existing sites will remain where they are, and six new sites will be added at William Harvey Hospital; Cumberland Infirmary; Lincoln County Hospital; Southmead Hospital; Royal United Hospital; and Royal Cornwall Hospital. The contract was awarded despite an NHS consortium bid being £7m cheaper. In 2013 the company acquired IBA Molecular UK and Erigal, two of the three companies in England that produce the radioactive isotope Fludeoxyglucose (18F), which is injected into patients as part of the imaging process. Siemens Healthcare is the only other UK producer. It was bought by LIFE Healthcare Group for about 10.4 billion rand (£584 million, €680 million, $727 million) in November 2016.",Radiology_organizations
PR interval,"In electrocardiography, the PR interval is the period, measured in milliseconds, that extends from the beginning of the P wave (the onset of atrial depolarization) until the beginning of the QRS complex (the onset of ventricular depolarization); it is normally between 120 and 200 ms in duration.The PR interval is sometimes termed the PQ interval.",Cardiac_electrophysiology
Diane Stanley,"Diane Stanley (born December 27, 1943) is an American children's author and illustrator.",Medical_illustrators
John Eccles (neurophysiologist),Sir John Carew Eccles AC FRS FRACP FRSNZ FAA (27 January 1903 – 2 May 1997) was an Australian neurophysiologist and philosopher who won the 1963 Nobel Prize in Physiology or Medicine for his work on the synapse. He shared the prize with Andrew Huxley and Alan Lloyd Hodgkin.,Electrophysiologists
Leila Faithfull,"Leila Faithfull (née Reynolds) (1896-1994) was a British artist, who throughout her career worked in a variety of media and who is best known for the artworks she produced during the Second World War, depicting events in Britain.",Medical_illustrators
Concealed conduction,"Concealed conduction is tissue stimulation without direct effect, but leading to a change in conduction characteristics. A common example would be an interpolated PVC (a type of premature ventricular contraction) during normal sinus rhythm; the PVC does not cause an atrial contraction, because the retrograde impulse from the PVC does not completely penetrate the AV node. However, this AV node stimulation can cause a delay in subsequent AV conduction by modifying the AV node's subsequent conduction characteristics. Hence, the P-R interval after the PVC is longer than the baseline P-R interval. Another variation on this concept is seen in atrial flutter. As a result of the rapid atrial rate, some of the atrial activity fails to get through the AV node in an antegrade direction but can alter the rate at which a subsequent atrial impulse is conducted. In this circumstance, an alteration in the F-wave to QRS relationship is seen.",Cardiac_electrophysiology
Andrew Huxley,"Sir Andrew Fielding Huxley OM PRS (22 November 1917 – 30 May 2012) was an English physiologist and biophysicist. He was born into the prominent Huxley family. After graduating from Westminster School in Central London, from where he won a scholarship to Trinity College, Cambridge, he joined Alan Lloyd Hodgkin to study nerve impulses. Their eventual discovery of the basis for propagation of nerve impulses (called an action potential) earned them the Nobel Prize in Physiology or Medicine in 1963. They made their discovery from the giant axon of the Atlantic squid. Soon after the outbreak of the Second World War, Huxley was recruited by the British Anti-Aircraft Command and later transferred to the Admiralty. After the war he resumed research at The University of Cambridge, where he developed interference microscopy that would be suitable for studying muscle fibres. In 1952, he was joined by a German physiologist Rolf Niedergerke. Together they discovered in 1954 the mechanism of muscle contraction, popularly called the ""sliding filament theory"", which is the foundation of our modern understanding of muscle mechanics. In 1960 he became head of the Department of Physiology at University College London. He was elected a Fellow of the Royal Society in 1955, and President in 1980. The Royal Society awarded him the Copley Medal in 1973 for his collective contributions to the understanding of nerve impulses and muscle contraction. He was conferred a Knight Bachelor by Queen Elizabeth II in 1974, and was appointed to the Order of Merit in 1983. He was a fellow of Trinity College, Cambridge, until his death.",Electrophysiologists
Gadodiamide,"Gadodiamide is a gadolinium-based MRI contrast agent, used in MR imaging procedures to assist in the visualization of blood vessels. It is commonly marketed under the trade name Omniscan.",MRI_contrast_agents
Michael Chorost,"Michael Chorost (born December 26, 1964) is an American book author, essayist, and public speaker. Born with severe loss of hearing due to rubella, his hearing was partially restored with a cochlear implant in 2001 and he had his other ear implanted in 2007. He wrote a memoir of the experience, titled Rebuilt: How Becoming Part Computer Made Me More Human (Houghton Mifflin, 2005, ISBN 0-61-837829-4). Its paperback version has a different subtitle, Rebuilt: My Journey Back to the Hearing World, ISBN 0-61-871760-9. In August 2006 Rebuilt won the PEN/USA Book Award for Creative Nonfiction. His second book, World Wide Mind: The Coming Integration of Humanity, Machines, and the Internet, ISBN 1-43-911914-7, was published by Free Press on February 15, 2011. Dr. Chorost has published in Wired, New Scientist, Astronomy Now, The Futurist, The Scientist, Technology Review, the Chronicle of Higher Education, and SKY. He co-wrote a PBS television show titled The 22nd Century which aired in January 2007. He was a member of the San Francisco Writers Workshop. Dr. Chorost is frequently interviewed as an authority on cochlear implants and neurally controlled prosthetics by national media such as PBS Newshour, the New York Times and The Economist. He lectures frequently at universities, conferences, corporations, and organizations for the deaf. Born in New Jersey and educated at Brown University and the University of Texas at Austin, he now lives in Washington, DC with his wife and two cats.",Cyborgs
Technetium (99mTc) etarfolatide,"Technetium (99mTc) etarfolatide is an investigational non-invasive, folate receptor-targeting companion imaging agent that is being developed by Endocyte. Etarfolatide consists of a small molecule targeting the folate receptor and an imaging agent, which is based on technetium-99m. This companion imaging agent identifies cells expressing the folate receptor, including cancer and inflammatory cells. Etarfolatide is currently being investigated together with the corresponding small molecule drug conjugate (SMDC) vintafolide in a Phase 3 study in platinum-resistant ovarian cancer and in a Phase 2b study in non-small cell lung cancer. It identifies patients with metastases that are positive for the folate receptor and therefore more likely to respond to treatment with vintafolide. Other folate receptor targeting SMDCs for the treatment of cancer, inflammatory diseases and kidney disease are in preclinical development and will also utilize etarfolatide as companion imaging agent. The European Medicines Agency (EMA) is reviewing the Marketing Authorization Application (MAA) filings for both vintafolide and etarfolatide, for the treatment of patients with folate receptor-positive platinum-resistant ovarian cancer in combination with pegylated liposomal doxorubicin (PLD).",Radiocontrast_agents
Dosimetry,"Radiation dosimetry in the fields of health physics and radiation protection is the measurement, calculation and assessment of the ionizing radiation dose absorbed by an object, usually the human body. This applies both internally, due to ingested or inhaled radioactive substances, or externally due to irradiation by sources of radiation. Internal dosimetry assessment relies on a variety of monitoring, bio-assay or radiation imaging techniques, whilst external dosimetry is based on measurements with a dosimeter, or inferred from measurements made by other radiological protection instruments. Dosimetry is used extensively for radiation protection and is routinely applied to monitor occupational radiation workers, where irradiation is expected, or where radiation is unexpected, such as in the aftermath of the Three Mile Island, Chernobyl or Fukushima radiological release incidents. The public dose take-up is measured and calculated from a variety of indicators such as ambient measurements of gamma radiation, radioactive particulate monitoring, and the measurement of levels of radioactive contamination. Other significant areas are medical dosimetry, where the required treatment absorbed dose and any collateral absorbed dose is monitored, and in environmental dosimetry, such as radon monitoring in buildings.",Radiation_therapy
